VR_LANCAMENTO,Valores_aleatorios
22.28,4060949
233.45,3641277
54.95,1991370
10.45,3717260
700,3604083
150,1694752
40.26,3462927
54.95,2644284
4.8,3373312
473,3579112
73.4,1393252
450,3298900
2135.5,1601493
140,2400091
1250,3505314
12200,2931418
250,4626441
42,3463252
54.95,366033
53000,554392
19.69,4148685
798.75,3571613
280,2962932
1001,4621460
280,3406840
1088.7,4520233
23.71,2628965
500,4332225
10.43,463560
265.27,4970949
10.45,2949886
74.51,302775
4.8,1236364
682.5,3814805
4672.37,2251815
3900,2030097
1.75,1884852
19.69,1183983
14046,707059
3.1,3349880
752.53,3453474
2.8,4540058
10,3744217
35100,3583021
1.2,3606912
594.27,4552768
2815,1285762
1.2,3750056
7,2198534
16708,394103
7.8,3599424
3500,3818853
3000,2362442
1.2,1578440
3896.53,4354635
209.6,4717256
6000,2430082
2500,2100825
10.45,3720177
2254.41,449775
18575.05,1041810
45,869980
200,2918465
154.28,1574543
10,3173168
2000,2184814
10.45,3212007
594.27,3210239
6500,2973373
1.2,662021
36.81,3060952
1.2,1007445
39.38,389676
200,3351662
3.1,4430262
280,4500953
4326.53,4259228
6.6,1305991
750,2268563
1000,2192738
1.5,1780441
200,1923547
150,4215686
1333.33,4034631
1.8,3563829
800,1112348
50,4909536
50,2487518
10.45,1498233
1.2,2562715
272.87,882271
10.45,3585234
10.45,4405359
594.27,1528140
7.75,2516625
3000,123275
10.45,1914973
10.45,4752165
5000,3927609
3125,205946
4000,1427716
3750,3667822
10.45,3407046
15000,1665362
1.2,3054830
1.2,3679310
1442,1204246
462.44,2782948
1740,4954615
19.69,2937429
611,601967
20,3946308
552.9,4809132
1200,324587
14,488606
0.35,896758
200,3069855
1.2,4242552
15.22,2228058
1.2,4444001
5.67,3757694
10,2819907
2.6,77781
52,4562180
1.2,1858744
39.33,866121
5.2,3702197
0.06,1497261
3417.67,2949853
140,3475293
999.53,2013759
1500,3848562
1275,1066027
1000,3456524
2325.4,3657835
1074.5,3413782
1.2,2685620
630,4687020
1000,4049559
1228.06,4294665
960,531836
682.5,2773657
180,3452443
242,3090235
60,3641347
3602.25,70891
4446.23,3916748
166.34,4384897
9665,2143953
622.59,1708360
1.2,2450826
504,3889143
1958.75,2980344
1.2,4050245
1000,1014222
10,4930168
129.28,974699
93.36,581043
21,14364
60,3871049
1.5,1046841
509.57,800701
5000,2621911
60,1992877
1.2,648296
16858.75,1608453
1868.25,4450096
8524.27,2024275
1212.11,3553203
10.45,1004436
668.11,4009035
300,827495
2.95,1726613
230,1073278
1300,4485441
900,3048746
2.6,335111
58.42,561801
1320,3211255
30,778958
0.19,3981296
100,3135545
100.54,3142650
5000,2866760
385,4854352
369.12,4304930
79.32,3858371
100,1770874
1594.27,1871650
1.2,705746
1.2,4651546
4.8,1399654
6.5,1366762
46.1,2833961
3124.51,2395749
3.1,2933470
1172.46,1924599
15,2261259
0.99,317669
82.33,4253091
1749.72,2909834
19.69,420209
11047.38,4923015
77.92,118747
50,3681597
140,4127240
52.35,2319530
220.72,1666548
24.1,556145
37.5,1259677
54.95,1668418
20,4371875
470,4800433
0.18,1972638
1850,1384002
9.6,4329225
302.5,2893146
21.45,4443098
5.2,3442987
4000,1987289
2659.85,2532425
898.6,1154167
4324.5,1778187
1587.04,4188445
10.45,4138880
226.64,4184761
10.45,4710824
1.2,267540
10.45,2259683
3000,849695
4000,4467112
180,3806424
49,2541002
19.25,3518675
19.5,1020280
4.8,740951
1000,3706416
3361,2057727
8.2,1560076
15,3264121
51.46,3902428
84,2284401
14,1476844
1545,262262
28,2320970
590,3457299
4.8,572868
2000,730837
200,3994466
75,710479
400,4427346
140,2801096
6000,2713615
19.69,2036227
215.2,4492130
4200,3419575
49,3534507
1.2,3737350
80,1088039
22,3045003
0.42,587819
11,2620375
2.6,4912874
1380,4245471
1500,1426039
15.5,3447179
60.1,1563435
200,2013535
0.5,2200627
1400,52323
4.8,2032439
100,3277971
33.01,4506859
1500,806117
2.6,2279670
20,4229459
1500,3548962
52,3665068
55.5,4604742
264.2,1065205
2000,4024622
4.8,1726690
6000,4838200
14,4095330
1268.33,2120851
182.9,1152080
4.8,3578312
1000,1638149
379,1061725
2000,2331264
587.98,1251509
15.24,2365591
219.1,2101655
2.6,3502895
19.69,1490635
612,2289293
898.6,4960601
1594.27,1879827
2.31,1027627
10.45,117099
2032.85,3159305
10000,2323815
157.68,683345
2298.6,2023510
1188,1407707
2602.25,4123585
3.85,272230
280,2419910
3000,614329
28.99,1802513
52,1718191
1.1,1237099
600,780197
500,163601
3.1,3551287
0.01,1654356
22.86,2346077
100,4644595
2500,2758267
11.8,3163614
2500,866722
594.27,1994787
1.2,3714059
2196.17,704076
2.6,1659245
10.45,4326667
40000,3185223
10.45,4663245
10.45,1600469
10.45,1620194
6.55,4184149
898.6,3790409
1315,4292272
1.65,2474486
1.2,1114616
1513.56,272721
2270,909873
150,2503354
60,4082833
54.95,3593923
2000,3412197
4.8,1053075
134.5,1807294
4.8,4578339
54.95,4758802
140,1969568
2690.61,3404088
119.69,2131214
500,2351721
1.2,2898260
200,658217
210.29,572386
383.16,228157
594.27,4249984
5027.07,2914171
3571.43,4996630
6191.68,4133838
65000,3539457
10.45,4723058
10.45,3677767
4.8,4823784
1.2,89135
898.6,3275912
840.74,3322356
2246.24,9195
2000,4092254
10.45,519160
2.6,1650751
100,1944563
99,4952016
19.5,3666749
2.6,2843314
23.65,60399
18.9,1663295
1000,2708865
343.14,2039046
140,3187595
23916,2437660
84,4414910
21,3904491
1800,497609
4770,3118975
300,3535949
3360,4164268
37,3206170
10.45,2152433
49,3729266
10,1541450
5.64,4559563
102,1721427
52,1180044
1000,4548713
10.45,4392106
250,49855
9.2,4782672
100,2129968
235.44,4073768
38.83,1585136
350,798403
14,3966547
4.8,3592928
1500,301454
2.6,2615211
120,3571517
2.6,3793490
2.6,3905999
2000,2815812
377.56,693896
1340,2623914
326.62,1157500
97489.55,196949
4.8,1317974
9.6,1556676
67.05,3503480
19.25,3308771
84,3296665
50,591860
384,1429465
0.35,3075612
500,2027535
2602.25,4744680
84,3020054
1350,2172389
55,4483396
300,2901250
969.77,3674349
10.45,2220417
594.27,153714
2261,3054493
7200,2209346
3660,885190
1500,309931
19.69,1585221
60,3025990
1079.77,2135791
15.6,4847398
1412.55,4305351
19.69,1954999
3380,3707060
57.22,1743961
10.45,4304474
10.45,3386253
10.45,371822
10.45,2331994
890,4468631
2000,1058734
2594.27,43102
30000,1100802
2347,3348078
237.5,2307382
10.45,2993697
898.6,2357819
3.73,1844705
2500,3039746
3245,33847
1300,3031537
37.5,768731
6.5,2072150
120,2414122
500,4281271
30.63,1536820
4.8,3894017
18.6,4578062
10.45,3419519
2500,2739824
235.44,737874
2.2,2534143
2.6,3414642
4.09,1589334
898.6,3742373
1.2,458264
1398.18,2870226
2000,2513645
594.27,4786172
5000,1336072
10.45,4198313
1.2,3949280
2216,2422354
40000,2451271
1094.27,208869
120,1869771
73.2,845887
49,3557764
42,4119347
1.2,1862141
445,4712884
79.5,480023
227.04,3506116
1000,1627241
1066.51,4663859
185,1496256
52,831019
1500,3976199
186.09,437859
2534.88,1947654
100,4663338
1141,2412180
10000,2191196
500,1070495
680,168872
234,3026980
1000,1806240
3000,1407092
50.3,3372664
3.1,3004233
2602.25,1767114
4.8,3041874
1.2,1108157
380.56,2246488
500,4936147
84,840279
15.22,559876
19.25,3088200
250,1646113
491,3937068
2.6,3905123
52,2180420
50,4594976
300,672736
3600,40628
84,3100198
1003.41,3599220
1.5,2614951
1243.12,4082980
156.5,4724890
2.63,3803615
1500,2851401
4.8,631935
591.26,4908798
140,1346871
1350,1677351
5600,4936334
1850,1741753
70,3080718
7.61,655474
25200,2370433
33,1911958
52.35,4689911
645,4204052
500,929790
19.25,2942830
6000,4233481
1829,1039076
0.02,4087312
100,3994688
50,3478405
229.34,2806138
1960.62,4158032
1105.67,2251315
989,4143491
300,3539908
1712.27,2655986
7.61,1993816
1500,2822544
10.45,1541052
10.45,2821263
13280,1813023
432.47,3023767
100,4853092
50,1024270
1015,4314057
200,2652806
67.05,1098636
2366.75,3325911
14.2,4682138
83.5,3532184
179.7,3752800
383.24,2624069
42.12,1589158
3898.6,3026517
194.43,816776
80000,604244
17,3942911
1553.54,2804717
3000,860195
1205.7,2373292
3500,3279001
1096.84,4598286
1000,2385155
1659.97,4394759
10.45,4136699
10.45,3707803
134.11,2298043
0.01,3610131
543.89,3707315
59.12,4378440
1045,1251054
60,1181151
2.8,3624289
11.3,1798414
196.83,2508894
293.8,1614841
183.55,2075556
250,3713948
5.2,1601642
80,2466089
0.01,3915367
88,1880771
1074.09,3335029
1.2,3728942
2594.27,723695
594.27,4895956
1.2,2392075
16511.15,4585531
10.45,3878245
1.2,804132
1.2,4072041
100000,4435670
1094.27,2872303
10.45,4583781
1.2,4986833
181,2681369
103.08,1458895
590,4914559
70.39,1690569
380,2194713
50,2885889
1.2,1951418
100,3778314
170.92,4037493
52.35,1103653
89.58,1814461
10.45,4798602
52,3212605
0.1,1092683
69.5,2743599
2.6,3649972
150,2766017
0.02,4859206
2.6,1181677
34.91,2599513
50,245863
2.6,357437
10.45,2999900
1.5,3539461
322,906321
99.82,3190955
382.29,599315
626.03,1815095
42,4828025
10.45,3633457
1700,911731
8.5,3251050
99.82,3638303
11200,3022747
569.94,4007878
35.79,4373431
953.64,1766019
1.2,4695498
250,1840088
1493.69,932403
2.4,1009028
52,4918815
1710,3017043
4.8,3086017
270.73,3124643
500,884666
15.6,1718461
3,2236288
31,3931158
45.42,442415
500,1935719
19.5,4480016
23.95,882985
15.5,3697620
52,747173
4.8,4552750
100,25583
10.45,1882395
19.69,4163594
576,3882419
700,3615724
1650,4506169
141,2269034
4.8,1190777
1612.9,3668506
80,2881146
0.41,2134139
409.12,942221
2167.16,1964444
280,4693578
4971.08,924506
10.45,510199
35.79,4148942
4.8,1233966
1381.8,1139552
39,3434755
36.7,98754
1062.07,272272
1545,114896
1.2,1541319
1238.53,4442869
1.2,1528790
594.27,1123170
1760,4963500
10.45,4226374
10.45,2596640
1500,858938
165588.33,4688524
360.8,4467539
5000,1018967
594.27,1162805
24766.72,487648
333.34,742421
1403.1,4045352
19.69,4188719
138.06,309775
1885.5,667840
60,1744427
2500,1837155
0.35,3906695
25,4722263
84,844634
2960,1141325
500,830344
377.04,4535914
778,3113959
200,4512473
17.82,591044
1001,1256303
1003.41,2877394
200,4071243
19.69,1881213
1.2,4164010
849.93,2507854
898.6,4102855
1.2,3453775
693,1551725
1000,3583981
11000,1259925
6041.97,1751667
6000,4159171
1.2,4829547
158.41,78267
421.56,4065719
1800,2422826
898.6,635523
10.45,784625
1000,1394909
1568,2949732
1000,4657738
327.76,3563636
10.45,1929895
1094.27,2735111
5.94,4410618
300,2916756
2.6,3537650
2.6,2425646
34.42,2925330
21.95,406784
45,86224
16374.15,2553815
4.8,1738074
65,3222888
52,4304903
1.2,4880905
281.66,4571839
2.6,1831302
20,874301
204,3478493
68,456112
8.5,1081840
1000,4987265
3.1,3525657
50,1492658
52.35,4610876
508.88,182240
49,1790048
58.62,2039178
50,3541519
4.8,3985258
10.5,1267764
524.94,1524078
49,1689565
60,4426295
19.69,2544803
2000,3457495
7500,3452700
15000,4281915
6877.47,3995980
1978.65,2707501
176.37,109518
90,906583
110,2771721
450,1051148
4.8,1187813
250,2231488
40,351892
1.2,4288013
150,4032437
10.45,1209824
797.71,2238627
19.25,1386770
65.79,4163047
100,1299651
500,4846504
1.2,1501803
7,963461
2.4,1494264
4.1,4799311
170.91,4885129
3000,2350331
10.45,1270036
1.2,4594263
141.81,866090
47.92,1681289
305.6,1340452
1000,4528152
45.35,2605541
4000,411082
650,701416
1680,2484626
240,4774924
0.11,2831863
582.58,3513681
10.45,1098362
2500,2514862
594.27,4682195
10.45,3034365
153,4785601
594.27,107966
71892.75,103567
10.45,3330171
6457.69,2172217
27.7,2512433
83.87,3259984
500,2832007
15.52,732273
78.28,3339935
60,4976442
35,4796221
6400,1750652
900,1932702
151.53,3406757
47.5,2233431
4140,1762996
17.05,1501485
4.8,1257859
7,2493598
17.5,376778
3062.5,1559282
1.2,4804377
268.89,2757804
2681.36,449895
6559.05,2783278
165588.33,751162
594.27,2318114
1398.18,3333350
11200,3554454
30000,2465126
2600,4765280
14,3295680
10,1708628
4.8,4631283
4.8,4127010
19.25,4033532
500,1754882
10.45,1360010
2.6,528466
2221.17,4531277
1000,1961933
755.1,3586246
420,2035774
2500,3055518
9000,3247309
100,345885
140,3286197
4.5,1517874
53.51,2142871
3000,28474
3.03,2573716
10.28,1546458
2199,3482763
355.89,2945058
2000,4796416
10.45,333159
140,3105834
120,1061857
15000,501393
18.32,4728672
19.25,3224125
360,696810
2250,260847
2015,1199776
63000,3221485
19.25,2576009
4.45,1164823
516.47,4967149
49,1884917
372.94,1985978
604.4,3064932
75,4312093
37.96,2654905
40,911015
4.8,4771741
19.69,2574636
19000,1736344
10.6,2928613
4.8,685150
19.69,1275186
1000,4445680
7000,4742683
10.45,1977204
4000,1697813
10.45,2800516
7217.83,1857233
3147.59,4794425
1898.6,4883948
594.27,2878409
1.2,4336728
500,1990739
8989.55,2714607
10.4,3473202
280,313080
4.8,3388806
84,413958
2.15,2316417
1400,139080
1000,4697783
15.5,2883311
320,3125475
2.4,893073
2500,3670357
21,1895498
1.2,3685045
1.2,4007082
1.2,3243104
10.45,3640059
10.45,2119939
200,1990394
84,409856
674,873593
300,1214451
10.45,3937709
236.28,1058158
1740.5,4899994
2000,1911274
51.54,3179514
1.2,1248829
1512,1967646
2.6,3806363
6568.49,3217322
1.2,631558
7150,1156272
594.27,1096268
1534,2978488
52,1960588
400,4612910
20,2810163
226.26,1274503
1.2,2210423
1.2,4191936
3.1,4847159
50,1620285
155.52,2940121
9539.5,186530
41.76,4484560
74.23,1779424
51.2,158691
120,4043921
10.45,1906788
31,1944429
0.08,262851
2635.5,2468942
6121.58,957839
112.6,4463238
52,1111395
10.45,3594309
1.2,262700
4360,963499
11175.48,3203315
1.2,1747244
10.45,1000446
10.45,1477972
399.88,4601580
36.5,3481699
30,4799784
36.18,1852096
7,2066425
4.8,3819499
1100,481755
235,2150517
2845.55,2273583
1.2,369888
19.69,3098412
75,4441682
4.8,3501048
27.46,3394095
58.7,4872567
8.5,3243307
100,1047472
1200,4859644
1142.05,164129
54.95,1494587
100,4689408
6.9,4035943
300,3864512
1,3943589
120,1005441
20.39,2620646
106.11,1601072
50,468821
83.22,1294174
200,4606593
45,3434771
10,4592470
1.2,1982522
350,971551
4.8,4758569
227.04,4443831
85.52,114473
80000,2244097
594.27,873922
1.2,443172
2268,3716604
1.2,1977670
0.35,3592048
1.55,3116193
19.5,248553
19.25,3564795
23.8,2281416
0.68,4655827
10,4814060
52,1806422
100,4417814
5.6,468600
1000,2482436
50.3,1247039
39.38,1260068
60,3786807
62.6,932682
1.2,3653792
1,3850880
140,1427042
2.6,3743783
10000,2389154
594.27,2277134
10.45,2132565
1.2,567204
403.35,4166349
12.9,4118253
5.32,1035177
2.6,756641
59.07,3832729
1.2,2274084
10,3183207
3.73,4171784
1276.8,3213143
2000,2175992
1.2,2219340
42,34830
455,1607551
200,978136
125.57,2530060
0.39,3740669
177.13,649199
15.5,3743546
52,730620
40,1720473
10,1096862
2.6,2474846
20,3083088
500,3190449
20,4772249
74.9,3349627
744,1228058
52,1196662
19.69,183130
500,3823832
0.65,585651
360,3893845
315.24,241616
26.23,929444
26.27,2195955
2.45,3092683
2000,4130199
964.8,4131902
1246.45,1952147
5.44,4463027
10.45,1687956
23000,3759131
1.2,2231120
950,508705
10.45,4229958
3000,1119767
7000,2922896
10.45,4165598
1000,663348
29.2,4759402
133,389206
115.74,3805047
1000,1456825
150,3976509
5000,2274214
84,3986193
51.9,3548474
1400,2559705
1634,1810406
950,756108
49,1782334
1500,2681744
650,2612404
60,3575231
566.59,3786474
81.75,2482315
460.07,3257133
400,2565245
160,1932889
5.74,1922763
109.69,3152521
108.73,1665817
12.8,1248434
10,2386108
956.38,1586243
4.8,754018
0.1,3753373
100,2138616
600,327727
250,1415978
931,3803538
3352.25,1997135
15.6,2198247
19.69,4632455
581.14,2868072
250,3836713
400,1608671
54.95,561741
1.2,2725727
120,1637976
200,2551184
8857.89,3571595
83.71,2684702
1750,1849248
3555.56,3070870
10.45,1426357
1.2,3017807
2181,1581977
10.45,2881535
2000,832090
56.76,678807
750,4142607
1330,3066401
107.74,1261155
4.8,4683774
241.13,2003099
8.96,3717814
276,2472443
7,3621325
84,3361313
0.03,4646294
118.14,4173770
0.7,1899910
1.2,857474
10.45,2355819
2300.88,576603
84,3091765
1000,1827707
1998,103060
54.95,4477434
4.46,3511234
3900,4624893
2800,625754
10,2803
1.5,3397008
280,2692624
594.27,1623260
1.2,1329557
25.27,3124087
350,917278
10.45,1574500
2900,3978655
25000,1915235
376.37,2869594
24716.71,4951354
10.45,1939934
28.75,999028
300,3370873
3050,334691
2.6,907194
1680,2951457
49,1727218
140,2781834
1425.83,4885164
74.9,2611296
450,2869302
3.75,1877944
10.1,2462200
2.6,3614151
146.8,4831020
10.45,408574
0.67,4123369
35,2062191
150,2448000
400,44203
100,540494
46.62,2855154
200,3900529
19.07,896568
16000,3444394
75,4901738
1545,106077
19.25,3503359
2500,591853
6600,192943
202.5,661366
1.2,2682251
7500,4391849
1.2,3233025
60769.68,89157
1.2,4687948
1000,4070639
1.2,3417268
120,721257
1000,2307280
346.27,1518570
551.58,4427493
19.69,353936
2000,1124511
1.2,973249
476.8,589545
15.66,2894104
10,2507723
2300,4950049
2.6,1297225
12,4448566
140,4375811
1500,3926244
4300,4787033
188.26,1415562
400,3697574
120.36,3836676
169.95,3638982
78.76,4035421
72,1180044
660,3408502
59.07,127001
15.5,2226190
150,4753392
720,654275
10,3511235
52,2338921
268.89,1795208
2.6,487571
45,4435185
15.5,4452666
140.83,2931549
34.42,4745190
1.2,2366899
20.8,2099841
78.76,4964886
3090.11,1398967
186.09,4746765
15090,1239305
39.38,4028317
15,152138
5.6,2854336
37,3048888
1.2,1869667
1.5,3490001
141.12,3505240
3680,470678
10.45,2483373
3600,4565625
2568.18,15470
3660,2302754
6000,3252030
6462.51,1326082
11250,658667
2153.25,1720621
11.02,3651092
500,2736964
738.25,3731518
3,816049
1.2,4456233
20,2887017
75,1112291
78.28,4549849
54.95,4552451
19.25,1601656
150,149422
525.55,3422718
200,517012
1.2,2921755
1500,1663894
140,1455539
260,4046476
1100,3643854
6130.39,4053645
10.45,4108446
30000,1270220
10.45,3101238
10.45,452664
10.45,3306809
84,3914539
21,604305
169.39,1657322
115.75,4922242
730.5,3419389
1.2,2664065
74.29,4923721
50,535768
60,2958566
15000,3543418
1.2,3396342
10.45,2874613
0.87,4709514
1.2,3929528
14698.5,3542696
594.27,1328614
5000,4152955
81.39,3140696
10,561018
16.05,4555361
250,2881758
200,2952415
50,1518253
52,1850969
2.6,3375848
90.83,4902033
800,4414852
224,2047140
250,2437244
1250,3928562
19.69,2396077
331.7,1305104
1.2,4398872
200,2462824
628.99,34055
5800,710597
6161.49,1020717
1500,1599777
3.1,425778
86.37,3988038
49,1388870
682.09,4972447
32.49,607013
19.69,1000624
349.42,657970
1.2,3990594
4.8,278673
1.8,466367
2.6,3515177
1.2,485090
35000,4453642
6191.68,4204545
10.45,3800213
97.05,4980666
898.6,3050806
410,4310786
10.45,3184016
1890.98,804363
153,1374761
1.2,3960595
3401.02,2498419
11000,4753106
10.45,4948350
2037.26,3448567
269.13,2321392
50,174485
927.2,507055
1100,2242922
279.73,4004459
